연번,공공데이터 서비스명,"서비스
유형",요청인자,,출력항목,
85,식품별 유해오염물질 검출량,OPEN API,endIdx,요청종료위치,COL_A_RESULT,다이옥신
85,식품별 유해오염물질 검출량,OPEN API,PRDLST_CD,식품유형,ANALS_YEAR,분석연도
85,식품별 유해오염물질 검출량,OPEN API,PRDLST_NM,식품명,PRDLST_NM,식품명
85,식품별 유해오염물질 검출량,OPEN API,ANALS_YEAR,분석연도,CRET_DTM,생성일자
85,식품별 유해오염물질 검출량,OPEN API,,,COL_S_RESULT,주석
85,식품별 유해오염물질 검출량,OPEN API,,,COL_R_RESULT,메틸수은
85,식품별 유해오염물질 검출량,OPEN API,,,COL_Q_RESULT,수은
85,식품별 유해오염물질 검출량,OPEN API,,,COL_P_RESULT,무기비소
85,식품별 유해오염물질 검출량,OPEN API,,,PRDLST_CD,식품유형
85,식품별 유해오염물질 검출량,OPEN API,,,COL_O_RESULT,비소
85,식품별 유해오염물질 검출량,OPEN API,,,COL_N_RESULT,카드뮴
85,식품별 유해오염물질 검출량,OPEN API,,,COL_M_RESULT,납
85,식품별 유해오염물질 검출량,OPEN API,,,COL_L_RESULT,아플라톡신M1
85,식품별 유해오염물질 검출량,OPEN API,,,COL_K_RESULT,파튤린
85,식품별 유해오염물질 검출량,OPEN API,,,COL_J_RESULT,데옥시니발레놀
85,식품별 유해오염물질 검출량,OPEN API,,,COL_I_RESULT,제랄레논
85,식품별 유해오염물질 검출량,OPEN API,,,COL_H_RESULT,푸모니신
85,식품별 유해오염물질 검출량,OPEN API,,,COL_G_RESULT,오크라톡신
85,식품별 유해오염물질 검출량,OPEN API,,,COL_F_RESULT,아플라톡신B1
85,식품별 유해오염물질 검출량,OPEN API,,,SNT_GBN,구분
86,식품보존업 폐업정보,OPEN API,keyid,인증키,INSTT_NM,기관명
86,식품보존업 폐업정보,OPEN API,serviceId,서비스명,LOCP_ADDR,주소
86,식품보존업 폐업정보,OPEN API,dataType,요청파일 타입,CLSBIZ_DVS_CD_NM,페업상태
86,식품보존업 폐업정보,OPEN API,startidx,요청시작위치,CLSBIZ_DT,폐업일자
86,식품보존업 폐업정보,OPEN API,endIdx,요청종료위치,PRMS_DT,허가일자
86,식품보존업 폐업정보,OPEN API,CHNG_DT,변경일자,INDUTY_NM,업종
86,식품보존업 폐업정보,OPEN API,LCNS_NO,인허가번호,PRSDNT_NM,대표자명
86,식품보존업 폐업정보,OPEN API,CLSBIZ_DT,폐업일자,BSSH_NM,업소명
86,식품보존업 폐업정보,OPEN API,,,LCNS_NO,인허가번호
87,식품소분업 인허가 대장,OPEN API,keyid,인증키,INSTT_NM,기관명
87,식품소분업 인허가 대장,OPEN API,serviceId,서비스명,LOCP_ADDR,주소
87,식품소분업 인허가 대장,OPEN API,dataType,요청파일 타입,PRMS_DT,허가일자
87,식품소분업 인허가 대장,OPEN API,startidx,요청시작위치,INDUTY_NM,업종
87,식품소분업 인허가 대장,OPEN API,endIdx,요청종료위치,PRSDNT_NM,대표자명
87,식품소분업 인허가 대장,OPEN API,CHNG_DT, 변경일자(YYYYMMDD),BSSH_NM,업소명
87,식품소분업 인허가 대장,OPEN API,BSSH_NM,업소명,LCNS_NO,인허가번호
87,식품소분업 인허가 대장,OPEN API,LCNS_NO,인허가번호,,
88,식품소분업 폐업정보,OPEN API,keyid,인증키,INSTT_NM,기관명
88,식품소분업 폐업정보,OPEN API,serviceId,서비스명,LOCP_ADDR,주소
88,식품소분업 폐업정보,OPEN API,dataType,요청파일 타입,CLSBIZ_DVS_CD_NM,페업상태
88,식품소분업 폐업정보,OPEN API,startidx,요청시작위치,CLSBIZ_DT,폐업일자
88,식품소분업 폐업정보,OPEN API,endIdx,요청종료위치,PRMS_DT,허가일자
88,식품소분업 폐업정보,OPEN API,CHNG_DT,변경일자,INDUTY_NM,업종
88,식품소분업 폐업정보,OPEN API,LCNS_NO,인허가번호,PRSDNT_NM,대표자명
88,식품소분업 폐업정보,OPEN API,CLSBIZ_DT,폐업일자,BSSH_NM,업소명
88,식품소분업 폐업정보,OPEN API,,,LCNS_NO,인허가번호
89,식품업소 인허가 변경 정보,OPEN API,keyid,인증키,CHNG_PRVNS,변경사유
89,식품업소 인허가 변경 정보,OPEN API,serviceId,서비스명,CHNG_AF_CN,변경후내용
89,식품업소 인허가 변경 정보,OPEN API,dataType,요청파일 타입,CHNG_BF_CN,변경전내용
89,식품업소 인허가 변경 정보,OPEN API,startidx,요청시작위치,CHNG_DT,변경일자
89,식품업소 인허가 변경 정보,OPEN API,endIdx,요청종료위치,SITE_ADDR,주소
89,식품업소 인허가 변경 정보,OPEN API,LCNS_NO,인허가번호,TELNO,전화번호
89,식품업소 인허가 변경 정보,OPEN API,BSSH_NM,업소명,LCNS_NO,인허가번호
89,식품업소 인허가 변경 정보,OPEN API,,,INDUTY_CD_NM,업종
89,식품업소 인허가 변경 정보,OPEN API,,,BSSH_NM,업소명
90,식품영양성분DB정보,OPEN API,keyid,인증키,,
90,식품영양성분DB정보,OPEN API,serviceId,서비스명,,
90,식품영양성분DB정보,OPEN API,dataType,요청파일 타입,,
90,식품영양성분DB정보,OPEN API,startidx,요청시작위치,,
90,식품영양성분DB정보,OPEN API,endIdx,요청종료위치,,
91,식품용 기구 및 용기.포장 공전,OPEN API,keyid,인증키,VALD_END_DT,유효종료일자
91,식품용 기구 및 용기.포장 공전,OPEN API,serviceId,서비스명,VALD_BEGN_DT,유효개시일자
91,식품용 기구 및 용기.포장 공전,OPEN API,dataType,요청파일 타입,SPEC_VAL_SUMUP,기준규격값 요약
91,식품용 기구 및 용기.포장 공전,OPEN API,startidx,요청시작위치,SPEC_VAL,기준규격값
91,식품용 기구 및 용기.포장 공전,OPEN API,endIdx,요청종료위치,FNPRT_ITM_NM,세부항목명
91,식품용 기구 및 용기.포장 공전,OPEN API,,,T_KOR_NM,시험항목 한글명
91,식품용 기구 및 용기.포장 공전,OPEN API,,,TESTITM_CD,시험항목코드
91,식품용 기구 및 용기.포장 공전,OPEN API,,,PC_KOR_NM,품목한글명
91,식품용 기구 및 용기.포장 공전,OPEN API,,,UNIT_NM,단위명
91,식품용 기구 및 용기.포장 공전,OPEN API,,,INJRY_YN,위해여부
91,식품용 기구 및 용기.포장 공전,OPEN API,,,MIMM_VAL,최소값
91,식품용 기구 및 용기.포장 공전,OPEN API,,,MXMM_VAL,최대값
91,식품용 기구 및 용기.포장 공전,OPEN API,,,SORC,출처
91,식품용 기구 및 용기.포장 공전,OPEN API,,,PRDLST_CD,품목코드
92,식품운반업 인허가 대장,OPEN API,keyid,인증키,INSTT_NM,기관명
92,식품운반업 인허가 대장,OPEN API,serviceId,서비스명,LOCP_ADDR,주소
92,식품운반업 인허가 대장,OPEN API,dataType,요청파일 타입,PRMS_DT,허가일자
92,식품운반업 인허가 대장,OPEN API,startidx,요청시작위치,INDUTY_NM,업종
92,식품운반업 인허가 대장,OPEN API,endIdx,요청종료위치,PRSDNT_NM,대표자명
92,식품운반업 인허가 대장,OPEN API,CHNG_DT, 변경일자(YYYYMMDD),BSSH_NM,업소명
92,식품운반업 인허가 대장,OPEN API,BSSH_NM,업소명,LCNS_NO,인허가번호
92,식품운반업 인허가 대장,OPEN API,LCNS_NO,인허가번호,,
93,식품운반업 폐업정보,OPEN API,keyid,인증키,INSTT_NM,기관명
93,식품운반업 폐업정보,OPEN API,serviceId,서비스명,LOCP_ADDR,주소
93,식품운반업 폐업정보,OPEN API,dataType,요청파일 타입,CLSBIZ_DVS_CD_NM,페업상태
93,식품운반업 폐업정보,OPEN API,startidx,요청시작위치,CLSBIZ_DT,폐업일자
93,식품운반업 폐업정보,OPEN API,endIdx,요청종료위치,PRMS_DT,허가일자
93,식품운반업 폐업정보,OPEN API,CHNG_DT,변경일자,INDUTY_NM,업종
93,식품운반업 폐업정보,OPEN API,LCNS_NO,인허가번호,PRSDNT_NM,대표자명
93,식품운반업 폐업정보,OPEN API,CLSBIZ_DT,폐업일자,BSSH_NM,업소명
93,식품운반업 폐업정보,OPEN API,,,LCNS_NO,인허가번호
94,식품원료의 한시적 기준 및 규격 인정 현황,OPEN API,keyid,인증키,USED,사용량
94,식품원료의 한시적 기준 및 규격 인정 현황,OPEN API,serviceId,서비스명,PRPOS,용도
94,식품원료의 한시적 기준 및 규격 인정 현황,OPEN API,dataType,요청파일 타입,RAWMTRL_NM,원재료명
94,식품원료의 한시적 기준 및 규격 인정 현황,OPEN API,startidx,요청시작위치,PRDT_NM,제품명
94,식품원료의 한시적 기준 및 규격 인정 현황,OPEN API,endIdx,요청종료위치,RCOGN_DT,인정일자
94,식품원료의 한시적 기준 및 규격 인정 현황,OPEN API,,,PRSDNT_NM,대표자
94,식품원료의 한시적 기준 및 규격 인정 현황,OPEN API,,,BSSH_ADDR,주소
94,식품원료의 한시적 기준 및 규격 인정 현황,OPEN API,,,BSSH_NM,업소명
94,식품원료의 한시적 기준 및 규격 인정 현황,OPEN API,,,USING_UNIT,사용량단위
94,식품원료의 한시적 기준 및 규격 인정 현황,OPEN API,,,LIMIT_STDR_STND_RCOGN_NO,한시적 기준 규격 인정 번호
95,"식품원재료(식물,동물,미생물,수산물) 정보",OPEN API,keyid,인증키,USE_CND_NM,사용조건
95,"식품원재료(식물,동물,미생물,수산물) 정보",OPEN API,serviceId,서비스명,RAWMTRL_STATS_CD_NM,상태명
95,"식품원재료(식물,동물,미생물,수산물) 정보",OPEN API,dataType,요청파일 타입,REGN_CD_NM,부위명
95,"식품원재료(식물,동물,미생물,수산물) 정보",OPEN API,startidx,요청시작위치,SCNM,학명
95,"식품원재료(식물,동물,미생물,수산물) 정보",OPEN API,endIdx,요청종료위치,ENG_NM,영문명
95,"식품원재료(식물,동물,미생물,수산물) 정보",OPEN API,,,RAWMTRL_NCKNM,이명
95,"식품원재료(식물,동물,미생물,수산물) 정보",OPEN API,,,RPRSNT_RAWMTRL_NM,원재료명
95,"식품원재료(식물,동물,미생물,수산물) 정보",OPEN API,,,MLSFC_NM,중분류
95,"식품원재료(식물,동물,미생물,수산물) 정보",OPEN API,,,USE_CND_STDR_CN,사용조건기준내용
95,"식품원재료(식물,동물,미생물,수산물) 정보",OPEN API,,,LCLAS_NM,대분류
96,식품원재료코드,OPEN API,keyid,인증키,REGN_CD_NM,부위코드명
96,식품원재료코드,OPEN API,serviceId,서비스명,REGN_CD,부위코드
96,식품원재료코드,OPEN API,dataType,요청파일 타입,SCNM,학명
96,식품원재료코드,OPEN API,startidx,요청시작위치,ENG_NM,영문명
96,식품원재료코드,OPEN API,endIdx,요청종료위치,RAWMTRL_NCKNM,원재료이명
96,식품원재료코드,OPEN API,RPRSNT_RAWMTRL_NM,원재료명,RPRSNT_RAWMTRL_NM,원재료명
96,식품원재료코드,OPEN API,,,RAWMTRL_MLSFC_NM,중분류
96,식품원재료코드,OPEN API,,,RAWMTRL_LCLAS_NM,대분류
96,식품원재료코드,OPEN API,,,LAST_UPDT_DTM,최종수정일시
96,식품원재료코드,OPEN API,,,USE_YN,사용여부
96,식품원재료코드,OPEN API,,,VALD_END_DT,유효종료일자
96,식품원재료코드,OPEN API,,,VALD_BGN_DT,유효시작일자
96,식품원재료코드,OPEN API,,,RAWMTRL_STATS_CD_NM,원재료코드명
96,식품원재료코드,OPEN API,,,RAWMTRL_STATS_CD,원재료코드
96,식품원재료코드,OPEN API,,,PRCSS_PROCS_CD_NM,가공공정코드명
96,식품원재료코드,OPEN API,,,PRCSS_PROCS_CD,가공공정코드
96,식품원재료코드,OPEN API,,,RAWMTRL_CD,원재료코드
97,식품위생검사기관 지정 현황,OPEN API,keyid,인증키,WORK_SCOPE,업무범위
97,식품위생검사기관 지정 현황,OPEN API,serviceId,서비스명,APPN_END_DT,지정종료일자
97,식품위생검사기관 지정 현황,OPEN API,dataType,요청파일 타입,APPN_BGN_DT,지정일자
97,식품위생검사기관 지정 현황,OPEN API,startidx,요청시작위치,PRSDNT_NM,대표자
97,식품위생검사기관 지정 현황,OPEN API,endIdx,요청종료위치,BSSH_NM,기관명
97,식품위생검사기관 지정 현황,OPEN API,,,PRSEC_INSTT_RCOGN_NO,지정번호
98,식품위생교육내역,OPEN API,keyid,인증키,COMPL_DTM,수료일자
98,식품위생교육내역,OPEN API,serviceId,서비스명,CTFHV_NO,수료증번호
98,식품위생교육내역,OPEN API,dataType,요청파일 타입,CMPLTR_NAME,성명
98,식품위생교육내역,OPEN API,startidx,요청시작위치,EDC_OBJ_NM,교육대상
98,식품위생교육내역,OPEN API,endIdx,요청종료위치,INDUTY_NM,업종
98,식품위생교육내역,OPEN API,CHNG_DT,변경일자,BSSH_NM,업소명
98,식품위생교육내역,OPEN API,LCNS_NO,인허가번호((NULL값 존재),LCNS_NO,인허가번호
98,식품위생교육내역,OPEN API,COMPL_ST_DTM,수료일자_범위_시작(YYYYMMDD),EDC_DVS_NM,교육구분
98,식품위생교육내역,OPEN API,COMPL_END_DTM,수료일자_범위_종료(YYYYMMDD),ADDR,업소주소
98,식품위생교육내역,OPEN API,INSTT_CD_NM,교육기관명,EDC_PLC,교육장소명
98,식품위생교육내역,OPEN API,,,EDC_PROCES_NM,교육과정명
98,식품위생교육내역,OPEN API,,,INSTT_CD_NM,교육기관명
98,식품위생교육내역,OPEN API,,,EDC_COMPL_NMPR,교육수료인원
98,식품위생교육내역,OPEN API,,,EDC_MEDIA,매체
98,식품위생교육내역,OPEN API,,,EDC_TYPE_NM,교육유형
99,식품위생등급평가관리내역,OPEN API,keyid,인증키,BSSH_NM,업체명
99,식품위생등급평가관리내역,OPEN API,serviceId,서비스명,LCNS_NO,인허가번호
99,식품위생등급평가관리내역,OPEN API,dataType,요청파일 타입,BSSH_LOC_CD_NM,업소위치
99,식품위생등급평가관리내역,OPEN API,startidx,요청시작위치,EVL_GRD_CD_NM,평가등급
99,식품위생등급평가관리내역,OPEN API,endIdx,요청종료위치,EVL_SCORE,평가점수
99,식품위생등급평가관리내역,OPEN API,CHNG_DT,변경일자,EVL_DT,평가일자
99,식품위생등급평가관리내역,OPEN API,LCNS_NO,인허가번호,EVL_TYPE_DVS_CD_NM,평가유형구분
99,식품위생등급평가관리내역,OPEN API,BSSH_NM,업체명,EVL_PLAN_DT,평가계획일자
99,식품위생등급평가관리내역,OPEN API,,,EVL_INCPCTY_YN,점검불능여부
99,식품위생등급평가관리내역,OPEN API,,,ADDR,주소
99,식품위생등급평가관리내역,OPEN API,,,PRSDNT_NM,대표자
99,식품위생등급평가관리내역,OPEN API,,,EVL_SEQ,평가일련번호
100,식품위생심의위원회 개최 결과,OPEN API,keyid,인증키,,
100,식품위생심의위원회 개최 결과,OPEN API,serviceId,서비스명,,
100,식품위생심의위원회 개최 결과,OPEN API,dataType,요청파일 타입,,
100,식품위생심의위원회 개최 결과,OPEN API,startidx,요청시작위치,,
100,식품위생심의위원회 개최 결과,OPEN API,endIdx,요청종료위치,,
101,식품이력추적관리 등록 현황,OPEN API,keyid,인증키,BTYPE,업종
101,식품이력추적관리 등록 현황,OPEN API,serviceId,서비스명,BRNCH_NM,업체명
101,식품이력추적관리 등록 현황,OPEN API,dataType,요청파일 타입,ADDR,주소
101,식품이력추적관리 등록 현황,OPEN API,startidx,요청시작위치,MAKE_TYPE,제조구분
101,식품이력추적관리 등록 현황,OPEN API,endIdx,요청종료위치,PDT_TYPE,식품유형
101,식품이력추적관리 등록 현황,OPEN API,MOD_DT,최종수정일(YYYYMMDD),PDT_BARCD,바코드
101,식품이력추적관리 등록 현황,OPEN API,BRNCH_NM,업체명,PDT_NM,제품명
101,식품이력추적관리 등록 현황,OPEN API,BTYPE,업종,MOD_DT,최종수정일(YYYYMMDD)
101,식품이력추적관리 등록 현황,OPEN API,PDT_NM,제품명,CRCL_PRD,소비기한
101,식품이력추적관리 등록 현황,OPEN API,PDT_TYPE,식품유형,FOOD_HISTRACE_NUM,식품이력추적관리번호
101,식품이력추적관리 등록 현황,OPEN API,,,MNFT_DAY,제조일자
101,식품이력추적관리 등록 현황,OPEN API,,,PRDLST_REPORT_NO,품목보고번호
101,식품이력추적관리 등록 현황,OPEN API,,,FOOD_TYPE,식품구분
101,식품이력추적관리 등록 현황,OPEN API,,,REG_NUM,등록번호
102,식품접객업 폐업정보,OPEN API,keyid,인증키,INSTT_NM,기관명
102,식품접객업 폐업정보,OPEN API,serviceId,서비스명,LOCP_ADDR,주소
102,식품접객업 폐업정보,OPEN API,dataType,요청파일 타입,CLSBIZ_DVS_CD_NM,페업상태
102,식품접객업 폐업정보,OPEN API,startidx,요청시작위치,CLSBIZ_DT,폐업일자
102,식품접객업 폐업정보,OPEN API,endIdx,요청종료위치,PRMS_DT,허가일자
102,식품접객업 폐업정보,OPEN API,CHNG_DT,변경일자,INDUTY_NM,업종
102,식품접객업 폐업정보,OPEN API,LCNS_NO,인허가번호,PRSDNT_NM,대표자명
102,식품접객업 폐업정보,OPEN API,CLSBIZ_DT,폐업일자,BSSH_NM,업소명
102,식품접객업 폐업정보,OPEN API,,,LCNS_NO,인허가번호
103,식품접객업소 위생등급 지정현황,OPEN API,keyid,인증키,ADDR,주소
103,식품접객업소 위생등급 지정현황,OPEN API,serviceId,서비스명,PRSDNT_NM,대표자
103,식품접객업소 위생등급 지정현황,OPEN API,dataType,요청파일 타입,BSSH_NM,업소명
103,식품접객업소 위생등급 지정현황,OPEN API,startidx,요청시작위치,LCNS_NO,인허가번호
103,식품접객업소 위생등급 지정현황,OPEN API,endIdx,요청종료위치,INDUTY_NM,업종
103,식품접객업소 위생등급 지정현황,OPEN API,CHNG_DT,변경일자,HG_ASGN_YMD,지정일자
103,식품접객업소 위생등급 지정현황,OPEN API,LCNS_NO,인허가번호,HG_ASGN_NO,지정번호
103,식품접객업소 위생등급 지정현황,OPEN API,ASGN_FROM,지정시작일(YYYYMMDD),HG_ASGN_LV,지정등급
103,식품접객업소 위생등급 지정현황,OPEN API,UPSO_NM,업소명,INSTT_CD_NM,인허가관할기관
103,식품접객업소 위생등급 지정현황,OPEN API,ADDR,주소,CHNG_DT,변경일자(YYYYMMDD)
103,식품접객업소 위생등급 지정현황,OPEN API,WRKR_REG_NO,사업자등록번호,CLSBIZ_DT,폐업일자
103,식품접객업소 위생등급 지정현황,OPEN API,HG_ASGN_LV,지정등급,CLSBIZ_DVS_CD_NM,영업상태
103,식품접객업소 위생등급 지정현황,OPEN API,INSTT_CD_NM,인허가관할기관,ASGN_CANCEL_YMD,지정취소일자
103,식품접객업소 위생등급 지정현황,OPEN API,,,WRKR_REG_NO,사업자등록번호
103,식품접객업소 위생등급 지정현황,OPEN API,,,TELNO,업소전화번호
103,식품접객업소 위생등급 지정현황,OPEN API,,,ASGN_TO,지정종료일자
103,식품접객업소 위생등급 지정현황,OPEN API,,,ASGN_FROM,지정시작일자
103,식품접객업소 위생등급 지정현황,OPEN API,,,HG_ASGN_NM,지정기관
104,식품접객업정보,OPEN API,keyid,인증키,HG_LV,위생등급
104,식품접객업정보,OPEN API,serviceId,서비스명,INSTT_NM,기관명
104,식품접객업정보,OPEN API,dataType,요청파일 타입,TELNO,전화번호
104,식품접객업정보,OPEN API,startidx,요청시작위치,LOCP_ADDR,주소
104,식품접객업정보,OPEN API,endIdx,요청종료위치,PRMS_DT,허가일자
104,식품접객업정보,OPEN API,CHNG_DT,변경일자,INDUTY_NM,업종
104,식품접객업정보,OPEN API,LCNS_NO,인허가번호,PRSDNT_NM,대표자명
104,식품접객업정보,OPEN API,CRET_DTM,데이터생성일,BSN_LCNS_LEDG_NO,영업대장전산키(고유값)
104,식품접객업정보,OPEN API,BSSH_NM,업소명,CRET_DTM,데이터생성일시
104,식품접객업정보,OPEN API,,,BSSH_NM,업소명
104,식품접객업정보,OPEN API,,,LAST_UPDT_DTM,최종수정일시
104,식품접객업정보,OPEN API,,,SITE_Y,경도
104,식품접객업정보,OPEN API,,,SITE_X,위도
104,식품접객업정보,OPEN API,,,CLSBIZ_DT,폐업일자
104,식품접객업정보,OPEN API,,,CALC_YMD,나트륨저감화업소취소일
104,식품접객업정보,OPEN API,,,APPT_YMD,나트륨저감화업소지정일
104,식품접객업정보,OPEN API,,,JOIN_YMD,나트륨저감화참여일
104,식품접객업정보,OPEN API,,,PART_GBN,나트륨저감화업소여부
104,식품접객업정보,OPEN API,,,ASGN_GIGAN_TO,위생등급지정종료일
104,식품접객업정보,OPEN API,,,ASGN_GIGAN_FROM,위생등급지정시작일
104,식품접객업정보,OPEN API,,,LCNS_NO,인허가 번호
105,식품제조가공업 폐업정보,OPEN API,keyid,인증키,INSTT_NM,기관명
105,식품제조가공업 폐업정보,OPEN API,serviceId,서비스명,LOCP_ADDR,주소
105,식품제조가공업 폐업정보,OPEN API,dataType,요청파일 타입,CLSBIZ_DVS_CD_NM,페업상태
105,식품제조가공업 폐업정보,OPEN API,startidx,요청시작위치,CLSBIZ_DT,폐업일자
105,식품제조가공업 폐업정보,OPEN API,endIdx,요청종료위치,PRMS_DT,허가일자
105,식품제조가공업 폐업정보,OPEN API,CHNG_DT,변경일자(YYYYMMDD),INDUTY_NM,업종
105,식품제조가공업 폐업정보,OPEN API,LCNS_NO,인허가번호,PRSDNT_NM,대표자명
105,식품제조가공업 폐업정보,OPEN API,CLSBIZ_DT,폐업일자,BSSH_NM,업소명
105,식품제조가공업 폐업정보,OPEN API,,,LCNS_NO,인허가번호
106,식품제조가공업정보,OPEN API,keyid,인증키,TELNO,전화번호
106,식품제조가공업정보,OPEN API,serviceId,서비스명,PRMS_DT,허가일자
106,식품제조가공업정보,OPEN API,dataType,요청파일 타입,INDUTY_NM,업종
106,식품제조가공업정보,OPEN API,startidx,요청시작위치,PRSDNT_NM,대표자명
106,식품제조가공업정보,OPEN API,endIdx,요청종료위치,BSSH_NM,업소명
106,식품제조가공업정보,OPEN API,CHNG_DT,변경일자,INSTT_NM,기관명
106,식품제조가공업정보,OPEN API,BSSH_NM,업소명,LOCP_ADDR,주소
106,식품제조가공업정보,OPEN API,LCNS_NO,인허가번호,LCNS_NO,인허가 번호
107,식품조사처리업 인허가 현황,OPEN API,keyid,인증키,LOCP_ADDR,주소
107,식품조사처리업 인허가 현황,OPEN API,serviceId,서비스명,TELNO,전화번호
107,식품조사처리업 인허가 현황,OPEN API,dataType,요청파일 타입,PRMS_DT,허가일자
107,식품조사처리업 인허가 현황,OPEN API,startidx,요청시작위치,FOOD_HF_LS_CL_CD_NM,식품건기축산분류
107,식품조사처리업 인허가 현황,OPEN API,endIdx,요청종료위치,INDUTY_NM,업종
107,식품조사처리업 인허가 현황,OPEN API,CHNG_DT,변경일자,PRSDNT_NM,대표자명
107,식품조사처리업 인허가 현황,OPEN API,LCNS_NO,인허가번호,BSSH_NM,업소명
107,식품조사처리업 인허가 현황,OPEN API,,,LCNS_NO,인허가 번호
108,식품첨가물공전,OPEN API,keyid,인증키,VALD_END_DT,유효종료일자
108,식품첨가물공전,OPEN API,serviceId,서비스명,VALD_BEGN_DT,유효개시일자
108,식품첨가물공전,OPEN API,dataType,요청파일 타입,SPEC_VAL_SUMUP,기준규격값 요약
108,식품첨가물공전,OPEN API,startidx,요청시작위치,SPEC_VAL,기준규격값
108,식품첨가물공전,OPEN API,endIdx,요청종료위치,FNPRT_ITM_NM,세부항목명
108,식품첨가물공전,OPEN API,PRDLST_CD,품목유형코드,T_KOR_NM,시험항목 한글명
108,식품첨가물공전,OPEN API,LAST_UPDT_DTM,최종수정일(YYYYMMDD),TESTITM_CD,시험항목코드
108,식품첨가물공전,OPEN API,TESTITM_CD,시험항목코드,PC_KOR_NM,품목한글명
108,식품첨가물공전,OPEN API,,,UNIT_NM,단위명
108,식품첨가물공전,OPEN API,,,INJRY_YN,위해여부
108,식품첨가물공전,OPEN API,,,MIMM_VAL,최소값
108,식품첨가물공전,OPEN API,,,MXMM_VAL,최대값
108,식품첨가물공전,OPEN API,,,SORC,출처
108,식품첨가물공전,OPEN API,,,PRDLST_CD,품목코드
109,식품첨가물의 기준 및 규격 현황,OPEN API,keyid,인증키,VALD_END_DT,유효종료일자
109,식품첨가물의 기준 및 규격 현황,OPEN API,serviceId,서비스명,VALD_BEGN_DT,유효개시일자
109,식품첨가물의 기준 및 규격 현황,OPEN API,dataType,요청파일 타입,SPEC_VAL_SUMUP,기준규격값 요약
109,식품첨가물의 기준 및 규격 현황,OPEN API,startidx,요청시작위치,SPEC_VAL,기준규격값
109,식품첨가물의 기준 및 규격 현황,OPEN API,endIdx,요청종료위치,PIAM_KOR_NM,품목항목속성 한글명
109,식품첨가물의 기준 및 규격 현황,OPEN API,LAST_UPDT_DTM,최종수정일(YYYYMMDD),FNPRT_ITM_NM,세부항목명
109,식품첨가물의 기준 및 규격 현황,OPEN API,PRDLST_CD,품목유형코드,T_KOR_NM,시험항목 한글명
109,식품첨가물의 기준 및 규격 현황,OPEN API,,,PRDLST_CD,품목분류코드
109,식품첨가물의 기준 및 규격 현황,OPEN API,,,LAST_UPDT_DTM,수정일자
109,식품첨가물의 기준 및 규격 현황,OPEN API,,,UPDT_PRVNS,수정사유
109,식품첨가물의 기준 및 규격 현황,OPEN API,,,UNIT_NM,단위명
109,식품첨가물의 기준 및 규격 현황,OPEN API,,,INJRY_YN,위해여부
109,식품첨가물의 기준 및 규격 현황,OPEN API,,,MIMM_VAL,최소값
109,식품첨가물의 기준 및 규격 현황,OPEN API,,,MXMM_VAL,최대값
109,식품첨가물의 기준 및 규격 현황,OPEN API,,,SORC,출처
109,식품첨가물의 기준 및 규격 현황,OPEN API,,,PC_KOR_NM,품목한글명
110,식품첨가물의 표시기준,OPEN API,keyid,인증키,,
110,식품첨가물의 표시기준,OPEN API,serviceId,서비스명,,
110,식품첨가물의 표시기준,OPEN API,dataType,요청파일 타입,,
110,식품첨가물의 표시기준,OPEN API,startidx,요청시작위치,,
110,식품첨가물의 표시기준,OPEN API,endIdx,요청종료위치,,
111,식품첨가물의 한시적 기준 및 규격 인정 현황,OPEN API,keyid,인증키,PRDT_NM,제품명
111,식품첨가물의 한시적 기준 및 규격 인정 현황,OPEN API,serviceId,서비스명,MC_NM,제조회사
111,식품첨가물의 한시적 기준 및 규격 인정 현황,OPEN API,dataType,요청파일 타입,TELNO,전화번호
111,식품첨가물의 한시적 기준 및 규격 인정 현황,OPEN API,startidx,요청시작위치,PRSDNT_NM,대표자명
111,식품첨가물의 한시적 기준 및 규격 인정 현황,OPEN API,endIdx,요청종료위치,BSSH_NM,업소명
111,식품첨가물의 한시적 기준 및 규격 인정 현황,OPEN API,,,RCOGN_DT,인정일자
111,식품첨가물의 한시적 기준 및 규격 인정 현황,OPEN API,,,LIMIT_STDR_STND_RCOGN_NO,인정번호
112,식품첨가물제조업,OPEN API,keyid,인증키,TELNO,전화번호
112,식품첨가물제조업,OPEN API,serviceId,서비스명,PRMS_DT,허가일자
112,식품첨가물제조업,OPEN API,dataType,요청파일 타입,INDUTY_NM,업종
112,식품첨가물제조업,OPEN API,startidx,요청시작위치,PRSDNT_NM,대표자명
112,식품첨가물제조업,OPEN API,endIdx,요청종료위치,BSSH_NM,업소명
112,식품첨가물제조업,OPEN API,CHNG_DT,변경일자,INSTT_NM,기관명
112,식품첨가물제조업,OPEN API,LCNS_NO,인허가번호,LOCP_ADDR,주소
112,식품첨가물제조업,OPEN API,,,LCNS_NO,인허가 번호
113,식품첨가물제조업 폐업정보,OPEN API,keyid,인증키,INSTT_NM,기관명
113,식품첨가물제조업 폐업정보,OPEN API,serviceId,서비스명,LOCP_ADDR,주소
113,식품첨가물제조업 폐업정보,OPEN API,dataType,요청파일 타입,CLSBIZ_DVS_CD_NM,페업상태
113,식품첨가물제조업 폐업정보,OPEN API,startidx,요청시작위치,CLSBIZ_DT,폐업일자
113,식품첨가물제조업 폐업정보,OPEN API,endIdx,요청종료위치,PRMS_DT,허가일자
